run,model,epoch,lr,scheduler,backbone_lr_mult,crop_size,context_size,batch_size,min_valid_ratio,rare_crop,rare_crop_prob,rare_classes,rare_min_ratio,loss_name,lovasz_weight,multi_scale_values,dice_weight,fg_aux_bce_weight,fg_aux_dice_weight,aux_loss_weight,init_encoder_from,init_ablation_from,strict_ablation,model_seed,data_seed,train_seed,new_lr_mult,lr_base,lr_backbone,lr_new,train_main_loss,train_fg_bce,train_fg_dice,train_aux_ce,augmentation,train_loss,train_miou,train_pixel_acc,train_skipped_all_ignore,train_skipped_nonfinite,val_loss,val_miou,val_pixel_acc,val_skipped_all_ignore,val_skipped_nonfinite,seconds,peak_vram_gb,val_iou_background,val_iou_building,val_iou_road,val_iou_water,val_iou_barren,val_iou_forest,val_iou_agriculture
E034_v72_rare_basic_ce,mit_b2_upernet,1,0.0001,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,0.0001,2e-05,0.0,0.6201080580552419,0.0,0.0,0.0,basic,0.6201080580552419,0.6496174573210481,0.7852500623371222,0,0,1.0952521103420896,0.5112521074767536,0.6996397734886554,0,0,246.10690093040466,6.424944877624512,0.540397764187647,0.6384356378266678,0.5354159068030515,0.6820322538720314,0.2826507766202383,0.37541497571868326,0.5244174373089563
E034_v72_rare_basic_ce,mit_b2_upernet,2,9.829629131445342e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,9.829629131445342e-05,1.9659258262890683e-05,0.0,0.5238204095098707,0.0,0.0,0.0,basic,0.5238204095098707,0.6765747857132202,0.8039721749258755,0,0,1.068062782002408,0.5204455526575621,0.7030446327838031,0,0,244.65826725959778,6.424944877624512,0.5468168315411935,0.627711700436646,0.5280469036981148,0.7115218437715736,0.338071148845705,0.35956347979218056,0.5313869605175211
E034_v72_rare_basic_ce,mit_b2_upernet,3,9.330127018922195e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,9.330127018922195e-05,1.866025403784439e-05,0.0,0.49411759092694235,0.0,0.0,0.0,basic,0.49411759092694235,0.6875967703248981,0.8132180972861898,0,0,1.2826724103763343,0.5147138309211969,0.6974140313659115,0,0,260.3517909049988,6.424944877624512,0.5421315174499446,0.6180584733851893,0.5420780743794664,0.7087621482907844,0.3363775121701925,0.3430498349461249,0.5125392558266763
E034_v72_rare_basic_ce,mit_b2_upernet,4,8.535533905932738e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,8.535533905932738e-05,1.7071067811865477e-05,0.0,0.4976139692560075,0.0,0.0,0.0,basic,0.4976139692560075,0.6832555969995384,0.809576071351268,0,0,1.0671120649604706,0.5084070974145581,0.6959750028109989,0,0,249.53158569335938,6.424944877624512,0.5443695567550814,0.6248645933756677,0.5497806601868009,0.6415685597473464,0.2954820092660245,0.37950445309594527,0.5232798494750406
E034_v72_rare_basic_ce,mit_b2_upernet,5,7.500000000000001e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,7.500000000000001e-05,1.5000000000000004e-05,0.0,0.4690926441124507,0.0,0.0,0.0,basic,0.4690926441124507,0.6999685591098045,0.8199019584459977,0,0,1.058113646564301,0.5237447578368035,0.706317316703206,0,0,245.051908493042,6.424944877624512,0.5488313327547958,0.642791384089003,0.5605665943586229,0.7078696130800666,0.31516978483412306,0.36032105223352723,0.5306635435074861
E034_v72_rare_basic_ce,mit_b2_upernet,6,6.294095225512605e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,6.294095225512605e-05,1.258819045102521e-05,0.0,0.45884262607211157,0.0,0.0,0.0,basic,0.45884262607211157,0.7059364789965528,0.8240117078094772,0,0,1.2557322642449558,0.511461414254774,0.6962890245037683,0,0,250.08187770843506,6.424944877624512,0.5405799383673114,0.6163629213786573,0.5617086408053806,0.7075121507632807,0.2700630356424792,0.3818298757946327,0.5021733370316758
E034_v72_rare_basic_ce,mit_b2_upernet,7,5.000000000000001e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,5.000000000000001e-05,1.0000000000000003e-05,0.0,0.45028496848212346,0.0,0.0,0.0,basic,0.45028496848212346,0.7088803713492864,0.8263306990394111,0,0,1.2472054701672786,0.5057952352255535,0.6904497146552755,0,0,248.43796730041504,6.424944877624512,0.5373681497991694,0.6105593096982417,0.5460185349032731,0.7056143068003461,0.2733929597442653,0.381016994617856,0.4865963910157227
E034_v72_rare_basic_ce,mit_b2_upernet,8,3.705904774487398e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,3.705904774487398e-05,7.411809548974795e-06,0.0,0.4383701727976875,0.0,0.0,0.0,basic,0.4383701727976875,0.7146940301863683,0.8312918426808213,0,0,1.1439026845128912,0.5144518125347552,0.6957091118343472,0,0,252.07836151123047,6.424944877624512,0.5421707890734112,0.613389091400756,0.5639457027730106,0.6964970808833728,0.3022547775303108,0.37929834784750616,0.5036068982349188
E034_v72_rare_basic_ce,mit_b2_upernet,9,2.5000000000000018e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,2.5000000000000018e-05,5.000000000000004e-06,0.0,0.4300805338318386,0.0,0.0,0.0,basic,0.4300805338318386,0.7178563938235962,0.8332310036968387,0,0,1.238721028326801,0.5131454635547161,0.6985470509194114,0,0,247.1455159187317,6.424944877624512,0.5436446441639486,0.611605843772192,0.5633176475259931,0.7098756315084395,0.2871688473688044,0.36545127694498764,0.5109543535986479
E034_v72_rare_basic_ce,mit_b2_upernet,10,1.4644660940672632e-05,cosine,0.2,512,256,8,0.05,True,0.4,"barren,forest",0.02,ce,0.5,"0.75,1.0,1.25,1.5",0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,,True,3407,20260809,271828,1.0,1.4644660940672632e-05,2.9289321881345265e-06,0.0,0.42405158049530456,0.0,0.0,0.0,basic,0.42405158049530456,0.7193986728787092,0.8349773951325854,0,0,1.2755734840648596,0.5068218245997358,0.6982674786360545,0,0,246.8591012954712,6.424944877624512,0.5444437819177519,0.6076692586034724,0.5623548506082425,0.7053598038030564,0.2398547847412175,0.36899638402336266,0.5190739085010475
