run,model,epoch,lr,scheduler,backbone_lr_mult,crop_size,batch_size,min_valid_ratio,rare_crop,rare_crop_prob,rare_classes,rare_min_ratio,loss_name,dice_weight,fg_aux_bce_weight,fg_aux_dice_weight,aux_loss_weight,init_encoder_from,train_main_loss,train_fg_bce,train_fg_dice,train_aux_ce,augmentation,train_loss,train_miou,train_pixel_acc,train_skipped_all_ignore,train_skipped_nonfinite,val_loss,val_miou,val_pixel_acc,val_skipped_all_ignore,val_skipped_nonfinite,seconds,peak_vram_gb,val_iou_background,val_iou_building,val_iou_road,val_iou_water,val_iou_barren,val_iou_forest,val_iou_agriculture
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,1,0.0001,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.6120932114502741,0.0,0.0,0.6066894267286573,basic,0.8547689890104627,0.6591592369607479,0.7954324434337496,0,0,1.1963496459157843,0.4885236530983778,0.6874542296055989,0,0,190.6862804889679,18.56067705154419,0.5302010975366462,0.5963312620688724,0.5222815845922417,0.7061532043234736,0.2978011582439041,0.2502364691989602,0.5166607957245464
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,2,9.755282581475769e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.5138241393225533,0.0,0.0,0.5120535507088616,basic,0.7186455640527937,0.6819246880296953,0.8112287546390113,0,0,1.0153204982645774,0.5096184258623337,0.7063866450248192,0,0,179.96069288253784,6.845963954925537,0.5493344844637643,0.6266587310315818,0.5384864970397182,0.6944684066506992,0.26435468743240587,0.33918444553637533,0.5548417288817918
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,3,9.045084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.48850266214401,0.0,0.0,0.48906695804898703,basic,0.6841294503401196,0.6894782787374186,0.8164894847756359,0,0,1.0827753545279708,0.5073902461710312,0.7059047763415542,0,0,181.0784876346588,6.847184658050537,0.5518078042201394,0.6215638378358,0.5503872676790303,0.7095071559401334,0.2462558882059162,0.3263083330482278,0.5459014362679717
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,4,7.938926261462366e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.470417604418028,0.0,0.0,0.47142852729275114,basic,0.6589890197155968,0.6947663503221783,0.8212125876644054,0,0,1.2395834514969273,0.4709395317259859,0.672861312034168,0,0,182.07130217552185,6.847184658050537,0.5224790286627689,0.6048942607181714,0.5400085174102766,0.6953455391407793,0.14493103374720345,0.3268283736755042,0.4620899687271976
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,5,6.545084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.45376689769918954,0.0,0.0,0.45546695727204517,basic,0.6359536842694358,0.7083960539241646,0.8271281351359269,0,0,1.2562197877459549,0.503067297285282,0.6920881563085929,0,0,184.5044424533844,6.847184658050537,0.5430547269596518,0.5719624400101483,0.5587385153895938,0.6874021302768292,0.30914696099833966,0.3451579820387536,0.5060083253236576
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,6,4.9999999999999996e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4470927227584143,0.0,0.0,0.4486286836011069,basic,0.6265442006171695,0.706467892662123,0.8276562770037461,0,0,1.331170590300309,0.4935394028453424,0.6934135579059775,0,0,181.44026160240173,6.847184658050537,0.5377280388173364,0.6279209067851979,0.5427889375404585,0.7153423762183297,0.16753862846060355,0.35421545443861524,0.5092414776568552
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,7,3.454915028125263e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.43768736630205124,0.0,0.0,0.43892848624123465,basic,0.6132587644788954,0.7116181926534236,0.8319901362526082,0,0,1.2258144873751409,0.49030425398533894,0.6794187863361228,0,0,183.6595950126648,6.847184658050537,0.5285537416351249,0.6099662534602948,0.5541900724468476,0.6822207053145005,0.21838503362829956,0.3715680567633598,0.4672459146489452
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,8,2.0610737385376345e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4249057315171711,0.0,0.0,0.4271028709317011,basic,0.59574688256733,0.7212707170399265,0.8367590233346748,0,0,1.2134637872568157,0.5093794956962997,0.700191757328559,0,0,184.86170530319214,6.847184658050537,0.5470577768013685,0.6049130651924755,0.5509403835751182,0.6987561205182106,0.28666223482129466,0.34836992524450255,0.5289569637211285
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,9,9.549150281252631e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4174815765922032,0.0,0.0,0.41742302723347197,basic,0.5844507897657062,0.7210697333676359,0.8376852612904635,0,0,1.224772555120824,0.5002884009789043,0.6952269081154376,0,0,184.34178829193115,6.847184658050537,0.540081931510482,0.6237365158337101,0.5474934316131839,0.7090739731213341,0.20085160715247508,0.3672021036311019,0.5135792439900432
E010_mit_b2_ocr_fpn_10ep,mit_b2_ocr_fpn,10,2.447174185242323e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.41940431287364355,0.0,0.0,0.42105100022421943,basic,0.58782471635985,0.7211769688031188,0.8374621354744394,0,0,1.197291271823445,0.5053881775278616,0.6991784399673782,0,0,182.00840163230896,6.847184658050537,0.5430473956406182,0.6280842024674116,0.5532245219751509,0.7134076218322958,0.2195568591977793,0.35808017467345754,0.5223164669083175
