run,model,epoch,lr,scheduler,backbone_lr_mult,crop_size,batch_size,min_valid_ratio,rare_crop,rare_crop_prob,rare_classes,rare_min_ratio,loss_name,dice_weight,fg_aux_bce_weight,fg_aux_dice_weight,aux_loss_weight,init_encoder_from,train_main_loss,train_fg_bce,train_fg_dice,train_aux_ce,augmentation,train_loss,train_miou,train_pixel_acc,train_skipped_all_ignore,train_skipped_nonfinite,val_loss,val_miou,val_pixel_acc,val_skipped_all_ignore,val_skipped_nonfinite,seconds,peak_vram_gb,val_iou_background,val_iou_building,val_iou_road,val_iou_water,val_iou_barren,val_iou_forest,val_iou_agriculture
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,1,0.0001,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.6180367633463845,0.0,0.0,0.0,basic,0.6180367633463845,0.6453308863775261,0.7863563576635277,0,0,1.0636221538320112,0.47515510812098255,0.6869129182058745,0,0,188.79640436172485,14.383214950561523,0.5260527438239961,0.628606738556267,0.5492401588235746,0.6934591633456435,0.06894913454124202,0.3324422671379078,0.5273355506182468
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,2,9.755282581475769e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.5128403463060893,0.0,0.0,0.0,basic,0.5128403463060893,0.6800170050992124,0.8105779473545285,0,0,1.0704883026164114,0.4943745810542101,0.6829190920643633,0,0,176.12753653526306,6.97550106048584,0.5210798565948394,0.601335969840321,0.5467035943084639,0.6695544750901988,0.27948055294545726,0.344182478191888,0.4982851404083024
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,3,9.045084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4896310280239771,0.0,0.0,0.0,basic,0.4896310280239771,0.6855347907188739,0.8145775519505739,0,0,1.1329158898175617,0.5021272936824127,0.6961667435344638,0,0,174.50338888168335,6.97440242767334,0.542149086590722,0.6128817902700082,0.5424840914974376,0.7006753665773983,0.24747268391592625,0.35214192039674347,0.5170861165286532
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,4,7.938926261462366e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.47347830297454957,0.0,0.0,0.0,basic,0.47347830297454957,0.6958811825353529,0.8204067329397743,0,0,1.093375239931225,0.5022430229062121,0.6946491429599566,0,0,174.39633512496948,6.97440242767334,0.5361239286926084,0.6197349739954963,0.5498481473712333,0.7071129379238151,0.22257235064148084,0.36180696756026914,0.5185018541585813
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,5,6.545084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4530424246712336,0.0,0.0,0.0,basic,0.4530424246712336,0.7068987400876734,0.8261163120275212,0,0,0.9870987026885366,0.5186966163820405,0.7050712839352331,0,0,176.0337188243866,6.97440242767334,0.544664648465615,0.6339913789323157,0.5482507985667286,0.7008873479315341,0.31179877234072967,0.3473573924838379,0.5439259759535222
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,6,4.9999999999999996e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.44056095840438964,0.0,0.0,0.0,basic,0.44056095840438964,0.7093709372187674,0.8303981817509319,0,0,1.209023520136564,0.512040893246905,0.7035062250629075,0,0,175.39613890647888,6.97440242767334,0.55282179212597,0.6189277939634827,0.543009501798286,0.6735716129024064,0.30062448989587187,0.35517681694086356,0.5401542451014549
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,7,3.454915028125263e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.44516140198896803,0.0,0.0,0.0,basic,0.44516140198896803,0.7077633496164317,0.8284765730116734,0,0,1.0602437514437444,0.5147523972992499,0.7032797274717502,0,0,176.10914587974548,6.97440242767334,0.545992106536467,0.6420916167285219,0.5460423624055916,0.7108611010485315,0.26269932714166994,0.3678073438219745,0.5277729234119927
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,8,2.0610737385376345e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.42940414353968603,0.0,0.0,0.0,basic,0.42940414353968603,0.7159444516369049,0.8323380774284054,0,0,1.1659991592881782,0.5095300179765042,0.7025434722669766,0,0,176.9827127456665,6.97440242767334,0.5476316910881108,0.6301967658941403,0.5485201884500924,0.70732565963337,0.23718199519336725,0.3673317736196899,0.5285220519567587
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,9,9.549150281252631e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4241114395951468,0.0,0.0,0.0,basic,0.4241114395951468,0.7199170184976854,0.8357281289852717,0,0,1.17530629252703,0.5095378598232294,0.7009743694968162,0,0,174.64433526992798,6.97440242767334,0.5445118913500433,0.6333969472045381,0.5447985452679152,0.7103903887801615,0.2509506177697734,0.3573286933960136,0.5253879349941614
E015_mit_b2_cnnpyr_upernet_10ep,mit_b2_cnnpyr_upernet,10,2.447174185242323e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4118439568886681,0.0,0.0,0.0,basic,0.4118439568886681,0.7241842675016729,0.8396557337608614,0,0,1.1621839754889456,0.511032814248961,0.7022731794735001,0,0,174.3605616092682,6.97440242767334,0.5450922393451297,0.6330542921331723,0.5545841203058777,0.7115321940957009,0.24644455159590498,0.3579429413587554,0.528579360908185
