run,model,epoch,lr,scheduler,backbone_lr_mult,crop_size,batch_size,min_valid_ratio,rare_crop,rare_crop_prob,rare_classes,rare_min_ratio,loss_name,dice_weight,fg_aux_bce_weight,fg_aux_dice_weight,aux_loss_weight,init_encoder_from,train_main_loss,train_fg_bce,train_fg_dice,train_aux_ce,augmentation,train_loss,train_miou,train_pixel_acc,train_skipped_all_ignore,train_skipped_nonfinite,val_loss,val_miou,val_pixel_acc,val_skipped_all_ignore,val_skipped_nonfinite,seconds,peak_vram_gb,val_iou_background,val_iou_building,val_iou_road,val_iou_water,val_iou_barren,val_iou_forest,val_iou_agriculture
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,1,0.0001,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.611792121330897,0.0,0.0,0.0,basic,0.611792121330897,0.6317556413200653,0.7802045559521303,0,0,1.210348381380145,0.5020074760525434,0.6858238915902668,0,0,206.68054032325745,13.820338726043701,0.5328528128447585,0.6254457693318269,0.5458531055035004,0.6736150843961751,0.289969695167315,0.3593335115335666,0.4869823535906615
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,2,9.755282581475769e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.5121709115921504,0.0,0.0,0.0,basic,0.5121709115921504,0.673607366026631,0.8061413024067965,0,0,1.1217599970301944,0.4805098884325677,0.6904371904243872,0,0,191.7232804298401,6.413052082061768,0.5384599361341014,0.5257163955994592,0.5651695080596403,0.6948259358776235,0.15282201052808875,0.3584227103696328,0.5281527224594283
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,3,9.045084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4983491635511792,0.0,0.0,0.0,basic,0.4983491635511792,0.6786901942220395,0.8100219445316016,0,0,1.1211681940624019,0.5040342511413147,0.70477714610924,0,0,192.1711723804474,6.412106037139893,0.5502551703746674,0.6219303641135422,0.5319634932760168,0.7164996675125285,0.19649312067026253,0.3670514031048331,0.5440465389373528
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,4,7.938926261462366e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4731685696140168,0.0,0.0,0.0,basic,0.4731685696140168,0.6919726151173256,0.8179215639970164,0,0,1.1624075532244724,0.50129520203232,0.702951968144041,0,0,192.95231223106384,6.410274982452393,0.5450133360570981,0.6565820035455913,0.545889432186058,0.7087193253790778,0.17213704769802593,0.3390143877074706,0.5417108816529186
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,5,6.545084971874737e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4560014037858872,0.0,0.0,0.0,basic,0.4560014037858872,0.7037099897980079,0.8254741026170517,0,0,1.0898834046279415,0.514407398842234,0.7105807139326892,0,0,192.6449544429779,6.410274982452393,0.5520868289447013,0.6341530115638591,0.5562522958913628,0.7181431867675423,0.1993584511445415,0.3856620719667191,0.5551959456169114
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,6,4.9999999999999996e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4565760192890016,0.0,0.0,0.0,basic,0.4565760192890016,0.7007047066585759,0.8236325798272864,0,0,1.0595843131747542,0.49629437620802036,0.6930428923059,0,0,193.06044387817383,6.410274982452393,0.5369121102710361,0.6154256886996988,0.5671197993535747,0.7155784013332097,0.16651252845679937,0.36581890941969814,0.5066931959221256
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,7,3.454915028125263e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4386186575132703,0.0,0.0,0.0,basic,0.4386186575132703,0.7100333916950756,0.8287524057286139,0,0,1.1883612657277778,0.5091636914696084,0.7036133249862635,0,0,193.79623246192932,6.410274982452393,0.5434707764863203,0.6569371323852471,0.5478670240722409,0.7190285896620227,0.18943831810271441,0.3751331411027651,0.5322708584759485
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,8,2.0610737385376345e-05,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4303863932689031,0.0,0.0,0.0,basic,0.4303863932689031,0.7134002298652949,0.8322179447066879,0,0,1.1895245196716637,0.5044162534553366,0.6967352861150513,0,0,191.18857669830322,6.410274982452393,0.5419968737474209,0.6270973624479655,0.5513353259142723,0.7078090988189146,0.22096756643597612,0.36678345686226776,0.5149240899605392
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,9,9.549150281252631e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.4146497332860553,0.0,0.0,0.0,basic,0.4146497332860553,0.7241401691396119,0.8390406841326425,0,0,1.1932355868474147,0.5083487743939062,0.7024215251598118,0,0,191.67912220954895,6.410274982452393,0.5462450711910707,0.6424083736008238,0.5594779909882207,0.7169654768187775,0.20340403574918017,0.36306103211696555,0.5268794402923058
E016_mit_b2_detail_upernet_10ep,mit_b2_detail_upernet,10,2.447174185242323e-06,cosine,0.2,512,8,0.05,False,0.4,"barren,forest",0.02,ce,0.3,0.7,0.5,0.4,outputs/experiments/E007_segformer_b2_20ep/checkpoints/best_miou.pth,0.42289285688173206,0.0,0.0,0.0,basic,0.42289285688173206,0.7212748432219686,0.8358286919133198,0,0,1.1977648354318153,0.5104501916095984,0.7021131808836775,0,0,192.7090561389923,6.410274982452393,0.5464254401967915,0.6363582023741287,0.555269148560401,0.7166108854559471,0.231048036260136,0.36224894859290563,0.5251906798268791
