epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.4800794503890824,0.5296970641799026,0.3792492259343287,0.3792492259343287,0.4296643381617056,0.6813322212567348,0.677193585512182,0.6840956071677575,0.5326165702274974,0.5853095603172194,0.5144484209525029,0.7062188950115801,0.17616371723012791,0.3665621809993307,0.47923680798531826,0.44041402414770536,0.6384324337709338,0.6028631778310762,0.7284043579752452,0.2965755795115749,0.5250468855595781,0.47614299046320463,0.5745586953885055,0.459812638267397,0.3285535802017982,0.6910372220988587,0.05552055015245132,0.06426571471953417,0.48099618071175576
2,0.5144274899134776,0.5597613373408662,0.41208909345363504,0.41208909345363504,0.46325829168355637,0.7001924097972753,0.6959220374970239,0.7030437568057354,0.5455604764953603,0.5902199865174143,0.524380638997262,0.7153225695111823,0.332042887100802,0.37095301109634354,0.5225128596759793,0.45676302644468353,0.6409268124648726,0.607844583095206,0.7289570056401737,0.4472316690497471,0.5348267984770531,0.5017794662143267,0.5840982672611783,0.48315694164074835,0.344785833536768,0.706338764763914,0.18982128816472066,0.0424063279119351,0.5340162308961807
3,0.5220091360618203,0.5624196609247187,0.43799242015168144,0.43799242015168144,0.4800007781067509,0.6980446183232891,0.6936999782756744,0.700945554244467,0.541759729638845,0.6329045863223666,0.550398613531525,0.7138233792214047,0.31962563987338966,0.40500914064243726,0.49054286320277446,0.4441433687770218,0.6611736717271427,0.6313119830689923,0.7270378519744267,0.43559345165566055,0.5455051828350057,0.4921721164347815,0.5851167191109267,0.5659216607473253,0.3776223915074521,0.7050456773399084,0.19062679150658646,0.15199668567789232,0.4896170151716794
4,0.5246245581098252,0.5812457065555809,0.41616684749179267,0.41616684749179267,0.47039570280080895,0.7108701348557959,0.7133793840809535,0.7091946977349591,0.5582038776072957,0.6151748298879796,0.5503014674342963,0.7115747353177287,0.31205889980086676,0.37777402472297716,0.5472840719976323,0.46687872631288996,0.6612342374329528,0.6289329701165383,0.7365586217788118,0.4826706305974241,0.5428194099388252,0.549625349711624,0.5977371038375109,0.5006076622877258,0.3811172648503357,0.6946477709772763,0.14058111442889748,0.052470522249324594,0.5460064938114776
5,0.5452430200533512,0.5886837258354788,0.455424076688812,0.455424076688812,0.5003335483710816,0.7232704201580689,0.7249574294477003,0.7221439963821017,0.5622081259453745,0.6535222596107794,0.573253563319046,0.7130474416233996,0.37199676304659207,0.3703882064413933,0.5722847803868738,0.4653509937441645,0.6701601573785113,0.6460811987815746,0.7279497329368703,0.47823235015594706,0.5451683727106232,0.5878432751406611,0.6012680198536142,0.614670341200441,0.41170406366182727,0.7032355057213316,0.2467112997878684,0.04705362382392059,0.5633256827726811
6,0.5059511801989403,0.566245504200413,0.3951488394791264,0.3951488394791264,0.4505500098390333,0.6904708424372302,0.6990862647881824,0.6847182857466667,0.5320198827359002,0.5883817058538628,0.5596758002555625,0.690226884327334,0.28989583683894177,0.3851686930446941,0.4962894583362862,0.441679836212478,0.6723298247829153,0.6308087290534379,0.7256937131546255,0.4443445012530073,0.553014510650377,0.49584741429604917,0.5706692360288097,0.43939321391928843,0.401355345367322,0.6689793372860801,0.13414283407037492,0.054958519491986955,0.4965433901900225
7,0.5257215314372559,0.5710549183192498,0.4301094077840446,0.4301094077840446,0.47791546961065023,0.7042270750822994,0.7042767880698493,0.7041938814943953,0.549014116719085,0.6201196439608098,0.552432557519521,0.7106262419304705,0.3471556897706131,0.3871999619486558,0.5135025082116356,0.4537930965443464,0.6681351142903839,0.6270685178956924,0.7308923238041319,0.45490512365576596,0.5435300846547353,0.5190601673896925,0.5894399799496536,0.5120843187297269,0.38750977395336833,0.6976692031255631,0.21229551889772025,0.10143374359667037,0.5103333162356096
8,0.5120602373653738,0.5680352292440503,0.40346126610629307,0.40346126610629307,0.4577607517358334,0.6968026306266559,0.7024966513723333,0.6930007070757885,0.539621839337469,0.583414173629194,0.5525928917574329,0.7196997263758649,0.29313036652081104,0.38718334758568224,0.5087793163511627,0.4468087341016135,0.6703632072446695,0.6291153302419612,0.7359635698150863,0.42520152275352785,0.5493664545561913,0.5194277859953024,0.57925890173548,0.4392683963326838,0.3822364890248961,0.7091922239711597,0.14630788399724898,0.06528446843497615,0.502680499247607
9,0.5175144268724694,0.5718026021066096,0.4116270660929242,0.4116270660929242,0.4645707464826968,0.6998069932407897,0.7053393407076884,0.6961130196735259,0.5393611490187151,0.6186077267232535,0.5544822228016644,0.7031075131508729,0.3061061891219647,0.38620302940881907,0.5147331578819961,0.4469041279122971,0.6713069109138267,0.6330622705658046,0.7317992604487468,0.4364915925797379,0.5578292469611915,0.5252248053646621,0.5788715285639517,0.5141977319327738,0.379104877238166,0.6854329441178653,0.15732082967435848,0.05771288246289195,0.5087486686604622
10,0.5174229579579349,0.5700077675457659,0.41298197465408837,0.41298197465408837,0.46520246630601164,0.701314351464658,0.7047682317445537,0.6990081798919638,0.544866951521817,0.6105074179807489,0.5607287619477846,0.7185845190864234,0.2944285006335574,0.3786314486272334,0.5142131059079799,0.4503339489610622,0.670281487608838,0.6331360795763539,0.732494932554829,0.43622477155868805,0.5421872631531698,0.5253958894074202,0.5846852160151147,0.4894487682095188,0.397429589533241,0.7094323167173936,0.1361565283615965,0.06594441085486304,0.507776992886891
