epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.483067738209146,0.54870033092448,0.3930339603971738,0.3930339603971738,0.4380508493031599,0.6684822342136075,0.6862404319420283,0.6566250048180357,0.48271593075690694,0.5014944033777643,0.5645115668113811,0.6749506147157585,0.24376987283125987,0.39715437031156514,0.5168774086593863,0.40449921484902246,0.639239521138602,0.6269970198799839,0.7316036173882258,0.3810243186552422,0.5298488137951287,0.5276898107651546,0.519284564872635,0.34088017755845323,0.4262172131026453,0.6427496895348164,0.12624019144267878,0.18513657332868058,0.5107293129403078
2,0.5090061766135308,0.5458730921163408,0.4183701137739884,0.4183701137739884,0.46368814519375956,0.6832319637223451,0.6725672891444506,0.6903528154457628,0.525862877629932,0.6143816279527237,0.549723481644616,0.6942004700962623,0.32245484627257365,0.3938029822773129,0.4626169504212947,0.4142477135697915,0.6622085232826456,0.6254418812498244,0.7096184975601233,0.4365227685253383,0.5501575557450378,0.422914704881625,0.5752763527385011,0.505528933366053,0.383902591463041,0.6837350077040704,0.18829783635653025,0.10700623073408634,0.4848438440556371
3,0.5204289453113364,0.5638570613258292,0.42890955513663037,0.42890955513663037,0.47466925022398343,0.6986672976179973,0.6987268726307573,0.6986275191110034,0.5466191107757582,0.6096394588351975,0.5480648811983958,0.6811568955917737,0.33707289870116414,0.4102568822185,0.5101924898585662,0.4534747194672526,0.6557450502841446,0.6311646930373804,0.7249450335975912,0.43775516612412146,0.5354935395765038,0.5084212271938106,0.5852997125345546,0.5014872481325703,0.3689477368657601,0.6505376555443216,0.2242041526835345,0.16069678183360755,0.511193598362064
4,0.5055373027128631,0.560935785610532,0.3955113542189163,0.3955113542189163,0.45052432846588975,0.693600340571302,0.6982153221172511,0.6905188964020509,0.5347155160997443,0.6126471933861427,0.5299534558318867,0.7079107540436204,0.2596217494274672,0.3856420172114379,0.5082704329897422,0.43766691790984524,0.662156415429835,0.6171278619173896,0.7284940890015746,0.40329744782033855,0.5524282148090895,0.5253795523856515,0.5758105872992818,0.49720524524512716,0.33824181109296886,0.6947362147100428,0.10932473686393286,0.05474633290221736,0.49851455141884304
5,0.5232202837116582,0.5731130115868007,0.4295421803491326,0.4295421803491326,0.4763812320303954,0.7038743746685109,0.712287774716225,0.6982567091887082,0.5444847977880111,0.6132064912578419,0.5588469584973024,0.7105848153000861,0.3082966255822145,0.39838916298724497,0.5287331345689066,0.45064713624915764,0.6610768402739245,0.6349899910924288,0.7337990927696585,0.41992204777409176,0.5442280137899973,0.5671279591583464,0.5822976643640997,0.5117780802997001,0.3912242880132464,0.6949559812502251,0.18891300977553666,0.1312378743402695,0.5063883644008507
6,0.5045083776227964,0.5558440847373606,0.40309961846596415,0.40309961846596415,0.4538039980443803,0.6945654233611828,0.7011969083812589,0.6901375506502883,0.5380756106749174,0.5718929112607142,0.5557464075142633,0.7144682572349966,0.244802031791028,0.3907444049312494,0.5158290199524068,0.44483189665842504,0.6580743408510155,0.6284666177850713,0.7277027941802939,0.34349680406111277,0.549993817083376,0.5383423225422291,0.5768772366584969,0.4277804033438557,0.3971625449850381,0.7055977340720822,0.13816402439498776,0.07313701586354827,0.5029783699437401
7,0.4975013081372149,0.5520097807694179,0.39075448040934935,0.39075448040934935,0.44412789427328214,0.6913045003077403,0.6950443710523009,0.6888073716009755,0.5372594565367328,0.5824801052418268,0.537188518321004,0.7121113675791927,0.2237374191350803,0.3864541577759791,0.5032781323706885,0.44541460533007304,0.660719728972153,0.6158462617701773,0.7277072448465061,0.3558600341730506,0.5430757362288333,0.5154448540651316,0.5768518915322756,0.4223347492775572,0.3669237384736528,0.7019142032137141,0.08513985373529243,0.08578325908031724,0.49633366755263597
8,0.5069047945198969,0.5580021022705648,0.4043834636164966,0.4043834636164966,0.45564412906819673,0.6961937323865681,0.699090615896375,0.6942594700907353,0.5389497584804478,0.5975390842684226,0.5598089697039793,0.7159675625417828,0.25378570363984737,0.3679963616847826,0.5142861213200154,0.4448115391162647,0.6587731389200818,0.6277978168492985,0.7384020606991207,0.3631233315853265,0.5432332588896905,0.5298735698341709,0.5794605813167321,0.45623620048977254,0.411298389966947,0.7017145173448972,0.13356092740962594,0.04302262069193425,0.5053910080955674
9,0.5043251001893339,0.5589197820652769,0.39500569713823985,0.39500569713823985,0.44966539866378685,0.6903587762411997,0.6973653362826803,0.6856804642325028,0.5349853437214208,0.5735000540389111,0.5506612096811428,0.7142870946332963,0.27261089084676166,0.39014072823414225,0.49409038016966145,0.4431723964806755,0.662353616551698,0.6233305218920134,0.7277610157736678,0.39620169284343776,0.5526779275707032,0.5069413033447427,0.573190329685578,0.4076592852018197,0.3905226940196128,0.7054856291469778,0.14025967601725953,0.06121481965945168,0.4867074462369794
10,0.5145086863140217,0.5645947606353324,0.4093889438496,0.4093889438496,0.46194881508181085,0.69827054265731,0.7043684793582218,0.6941989225859405,0.5444079460979379,0.5872726284690752,0.5628090595284769,0.7156508399428242,0.2928557633707559,0.3871309368565164,0.5114336299325651,0.4511666510926707,0.656247516409349,0.6313277571096976,0.7318011300473427,0.39496783415936465,0.5526414170921621,0.5340110185367406,0.5821640336518044,0.4356560730221557,0.41106943524536343,0.7047451480664472,0.17870475050515405,0.05496164930830635,0.4984215171479691
11,0.5117525447637161,0.5629690947305208,0.4080831777928431,0.4080831777928431,0.4599178612782796,0.6962117574216062,0.7023680760519664,0.6921011554703965,0.5393401440499661,0.5944566741016319,0.5608714612946084,0.7151672493101082,0.27314247194945956,0.39213114317844616,0.507158669461793,0.44530357670589116,0.6630592730580657,0.6303898673399619,0.7306827745210016,0.39188134409940484,0.5532708928534986,0.5261959345358218,0.5779129746071977,0.4531096419321562,0.40692515042524857,0.7048451247798608,0.14305380775579377,0.07453063273350519,0.4962049123161396
