epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.5087616842603991,0.5593446295131601,0.43348061518225317,0.43348061518225317,0.4711211497213261,0.6853318967333468,0.6936485197165749,0.6797788497396872,0.5030890884703051,0.5800020583517141,0.5605566302313272,0.7038628465111813,0.27811149950437253,0.4123288607911648,0.5233808059627293,0.41293791564112975,0.6479490415709752,0.6289121610169086,0.7366824991336163,0.41497081342036685,0.5334361540305371,0.5405238217785869,0.5442871620409463,0.47043020453683815,0.4120469992734491,0.6837061073065218,0.17115968789549016,0.239133741207668,0.5136004040148592
2,0.4970992821914872,0.5290211293685866,0.4142018503471885,0.4142018503471885,0.45565056626933786,0.6733872135544912,0.6536073359279646,0.6865943278135418,0.5142513134893605,0.6223509569799439,0.544478036843572,0.6965558059761283,0.2612867793579854,0.4016715590817988,0.4391005236116217,0.3939239387926853,0.6579974671080767,0.6219967800904658,0.7177288052329681,0.4001835295576978,0.5428694915539525,0.36844789324425986,0.5700677146602885,0.5425019395289136,0.3762598938105348,0.6826549433894257,0.11876113662274944,0.13069800206282717,0.4784693223555802
3,0.5202171855649214,0.5664228298231387,0.4274456313412133,0.4274456313412133,0.4738314084530673,0.7011201006142435,0.7029493146411797,0.6998987260883665,0.5469136387191968,0.6107244359993282,0.5558633083772564,0.6906364256541695,0.31308456608105606,0.40158553248249784,0.5227123916409444,0.45275743265228474,0.6583708012588406,0.6325238914933073,0.7299945290334986,0.4300166595827083,0.5327693086906515,0.5285271860506804,0.5856028493485169,0.5001487170332108,0.3921387591210989,0.6633822800387081,0.19041986894226262,0.1410433060831331,0.5193836388215625
4,0.5121993820599736,0.5646073022282612,0.4051882760826025,0.4051882760826025,0.4586938290712881,0.6973526687954597,0.6995864282654284,0.6958611774372144,0.5394792233815293,0.6112045283956579,0.540446839536548,0.710066006841302,0.2835001163591897,0.3805091150444352,0.5201898448611532,0.43802721867028355,0.6583282252882292,0.6204164529234021,0.7292257016786997,0.4285964893285386,0.5461715258303778,0.5314855018782977,0.5817933903945669,0.4948387335668877,0.3633401516526255,0.6971680373198402,0.13512671590295158,0.050301605722259606,0.5137492980190861
5,0.5230795984394264,0.5696922619464946,0.4344911034531188,0.4344911034531188,0.4787853509462726,0.7040943299699328,0.7104394271801383,0.6998576797023102,0.5443269956754341,0.6065730891040843,0.5612372470273801,0.7096610974567658,0.29357874901105163,0.40593877144437257,0.5402412393568965,0.44802443880158854,0.6595597272829113,0.6337187702976403,0.7292917639730431,0.41811348628498823,0.5298906495962347,0.569246997389056,0.5823413066561453,0.4921195627772896,0.39985930941004927,0.6962718567741882,0.17425058280791034,0.1731936074238636,0.5234014983223854
6,0.4994682449964814,0.5526916474917939,0.3960649708794294,0.3960649708794294,0.4477666079379554,0.6920373500013367,0.6991967674018362,0.6872569744387587,0.5405679868579479,0.5457289902847176,0.5498483580877376,0.7171310160375098,0.246538897270316,0.3799537589689385,0.5165087074682021,0.4476283648684504,0.6559064003438883,0.6232350875632892,0.7324142141001594,0.34934526260437765,0.5249822061133232,0.5353299968490687,0.5788821115205709,0.3766058503997181,0.391864277553722,0.7069464418561678,0.14646224155264626,0.06582298782165544,0.5058708854515249
7,0.50954128322168,0.5604048490531374,0.40569276475520183,0.40569276475520183,0.45761702398844095,0.6997607166623907,0.7014126729339635,0.6986576979460182,0.5454460386594027,0.5981803861708536,0.5409471136312827,0.7162358525032574,0.2643717786447134,0.3780948160470221,0.523512996895228,0.4515199612715707,0.6608143312716723,0.6174080221492999,0.7294438027020043,0.3959413444264954,0.5391841826576401,0.5285222988932787,0.5851315519313507,0.4613747743675801,0.3757097472025062,0.7075331752229985,0.12569651059415327,0.06372346283178051,0.5206801311360433
8,0.5088615121118216,0.5620235670728538,0.40503874001832,0.40503874001832,0.4569501260650708,0.6962743298755948,0.7015785924574168,0.6927326496235298,0.5398239890347307,0.5951829686957956,0.561305494269036,0.7221585873158471,0.26479332053770427,0.36444734089612957,0.5143188840335081,0.446987243063094,0.6568555238141197,0.6294473743348666,0.7404346674698397,0.3868795687984993,0.5394648257943103,0.5340957662352475,0.5790695591578304,0.4531280282083599,0.4126761914337347,0.7102306711875246,0.13771731288529748,0.039415242164369584,0.5030341750911238
9,0.5045577856281186,0.5601635774603057,0.3970847895364793,0.3970847895364793,0.45082128758229895,0.6937012068367073,0.7024428098890434,0.687864398717903,0.5390453589744775,0.5873232365386569,0.5514335896391835,0.7181223307631638,0.24620814903578223,0.38292073458624887,0.506851099859317,0.45029449396799237,0.6617464269535623,0.62376970242364,0.7278883182773145,0.3778345428926142,0.5507558226064587,0.5288557351005574,0.5758198597820541,0.43631838547916924,0.3927436728518422,0.7116619107943987,0.12119511397084347,0.047672783379438685,0.4941818004976086
10,0.5091948267174468,0.563387633278733,0.3991924291202999,0.3991924291202999,0.4541936279188733,0.6957034655155917,0.7042405986910322,0.6900031828636118,0.5429075715824956,0.5723901488927704,0.5614290006438538,0.7168638946182845,0.27994121320656207,0.3790011271096985,0.5118308309684624,0.4514078154886893,0.6568306536669346,0.630418803349112,0.730607191759602,0.3915468185091069,0.5474843118353935,0.5354178383422922,0.5799909774100742,0.40189496246650613,0.4097745562877096,0.7075468835508759,0.16539335055715224,0.03140582541768676,0.49834044815209416
