epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.5230747278007352,0.5600295926808716,0.44371286961228396,0.44371286961228396,0.48339379870650956,0.7045334813151157,0.7011212087710937,0.7068118712133162,0.5416919776769396,0.6430733665200555,0.5599101964667993,0.7179386055449318,0.25876229177926974,0.4123274096545664,0.5278192469625838,0.4366416368931497,0.6599320875764801,0.6356123341178708,0.7360162973715079,0.39178917871742935,0.5221197752400026,0.5380958388496605,0.5838477435404509,0.6049412161959203,0.39616426214740136,0.7063722567789456,0.12419456796960933,0.16849393774682908,0.521976102906831
2,0.5291761202723088,0.5760300639472069,0.4293388567304706,0.4293388567304706,0.4792574885013897,0.7100439481041381,0.7100969367845136,0.7100085673212349,0.5499085669928994,0.5856636846302382,0.5513026743090922,0.7170378377726184,0.33834652142128546,0.41168580419986356,0.5502877525801642,0.45730439485727675,0.6601850022379027,0.6252691518533756,0.7314694402418275,0.47026498606786454,0.5456218110649705,0.542095661307231,0.5885725107842333,0.42969338946595054,0.3854353850924793,0.707502836023129,0.18450811284209986,0.15479789372164152,0.5548618691837609
3,0.5199572402334642,0.5580944272880777,0.4327755596277442,0.4327755596277442,0.47636639993060426,0.6954681760258337,0.6851709313069035,0.702343693161184,0.5389298541820643,0.6282813130402184,0.5564967943488638,0.7132486235598702,0.3255394731608594,0.391350166526964,0.4858544568154095,0.43355145157893266,0.6707508827901036,0.6337189363216229,0.7266571469175944,0.4409635380668111,0.5422935191165529,0.45872551622492624,0.586872098970234,0.5327899087865283,0.39020223697916007,0.7040662603190796,0.19800797967885916,0.11636922773182164,0.5011212049285264
4,0.5372834969329644,0.5746926631314374,0.4438803371812388,0.4438803371812388,0.49058191705710164,0.7129902996777724,0.7087504497897642,0.715821266732748,0.5615125596312237,0.6088157125056388,0.5456980866433406,0.7174856926919685,0.39952485916320823,0.3896698842996703,0.5382776835957002,0.4633664195564237,0.6712405547301519,0.6236562062669992,0.7280085674653433,0.48061413699026034,0.5300184960266516,0.5259442608842316,0.601768098923776,0.4634024572296505,0.3774975945209515,0.7103517995375551,0.3000600597954071,0.1090667147517711,0.5450156355095603
5,0.5292383848055833,0.5778010109561512,0.42051101261189544,0.42051101261189544,0.47487469870873933,0.7099682852031541,0.7108907744182817,0.7093523349583156,0.5549396982675789,0.6190993274011577,0.5676652980452936,0.7164305430565053,0.34366503981679475,0.36646603306468106,0.5364027539870715,0.45659029489259867,0.6766455341999854,0.6448999684936438,0.7281949081853993,0.4554017064122837,0.5450529325902416,0.5378217319189057,0.5952634887330239,0.48247710473893485,0.39761576751598926,0.7085717414597446,0.19224397308091026,0.031805055182999385,0.5355999575716663
6,0.5262731123402803,0.564610669124055,0.4334631072359624,0.4334631072359624,0.47986810978812133,0.6981832104237468,0.6916964109267825,0.7025144759527643,0.5378870274176514,0.603058269158049,0.5637045778349503,0.7209302398016866,0.3433346430964618,0.4184024490406028,0.4965945800325601,0.4237493230508141,0.6695772392552694,0.6308633792055232,0.7316237581839167,0.47109598981527884,0.5505327682331547,0.4748322261244284,0.5855449025423098,0.46159226872673226,0.4111615839748433,0.7138490316760352,0.19154747978230421,0.1616664180326643,0.5088800659168475
7,0.5307873440855342,0.578504135068612,0.42771009436220037,0.42771009436220037,0.47924871922386725,0.707160995718684,0.7134326716003173,0.7029733692061023,0.5512778857621218,0.5986237749687243,0.5551455990877128,0.7188342543275889,0.34864937252724587,0.42098350170683674,0.5219970202185092,0.4557213387309326,0.674993215732971,0.6306007171314741,0.7349042842008171,0.46136201204041055,0.5474861135193775,0.5444612641243005,0.5882933037289876,0.4344266576398229,0.38795343614260125,0.7080674575498378,0.20466953988911105,0.16143666237017984,0.5091236032148619
8,0.5306162910569521,0.5839624366422369,0.4181725179810895,0.4181725179810895,0.4743944045190208,0.7104449464584905,0.7193504308104911,0.7044987140504939,0.556327470990949,0.5933303325541038,0.5653867915360362,0.7239317011856841,0.3595122450772402,0.379653282379126,0.5361722136755253,0.4671191165991979,0.6733687512980909,0.6364417222123524,0.7414201857374627,0.45715033609264666,0.5497430255883065,0.5624939189676023,0.5915472290741813,0.4223084869498309,0.40839005354564323,0.7123418207004572,0.23400032471903767,0.037595273295568166,0.521024437582908
9,0.5216775142392797,0.581146722535452,0.40508336089007585,0.40508336089007585,0.4633804375646777,0.7069096644171441,0.7175790608119337,0.6997856599151084,0.5512889809119156,0.5899485828483052,0.5524913954570447,0.7205369799200533,0.3163124437870467,0.389262314350975,0.5319019023996172,0.46298294841816734,0.6740308634210391,0.6299677868820505,0.7383048346093952,0.4489161355791199,0.5513856902525566,0.5624387985858348,0.5868865540109504,0.4141185700091755,0.382657959059371,0.7088208755131973,0.15545396991777977,0.0734222128501568,0.5142233848698999
10,0.5163386305725614,0.577754085568374,0.3953888094573417,0.3953888094573417,0.4558637200149515,0.7027113532891137,0.7125544218814074,0.6961390916193166,0.5478509399845717,0.5795311685044084,0.5630392208354653,0.7188680330909317,0.30376075126392754,0.37477961591471487,0.5265406844139103,0.4554228983255593,0.676792892908598,0.6357202359578931,0.7341452146342345,0.4479624870545233,0.5460884342652896,0.5481464358325199,0.5853756031348243,0.39390436244065036,0.3998564999652178,0.7085700150990973,0.1320213289511012,0.033826365989987665,0.5141674906205128
