epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.4745813071163423,0.5246498714693952,0.373254821988532,0.373254821988532,0.42391806455243713,0.678470687682447,0.6734575633977897,0.6818179735692665,0.5302420579819958,0.5781042134857173,0.5066032737023702,0.7035535481781835,0.16244071827991444,0.3641943664149245,0.47693097177129046,0.43748674164850176,0.6331951769885608,0.5967422620704185,0.7292572458961561,0.27756244944070696,0.5253282061348407,0.4729770181065812,0.5730044760480322,0.44743276576118823,0.31773098840367364,0.6858791213729464,0.04788057835499029,0.06167621836315202,0.47917960561574113
2,0.5098311243311553,0.5566348963633166,0.40633528544454345,0.40633528544454345,0.45808320488784937,0.6981050532381292,0.6927127955075683,0.7017054882512487,0.5441995753066217,0.5835990805388321,0.5157016089790969,0.7160794767344247,0.32323060088024974,0.3662318925769448,0.5197756353019172,0.455525786690573,0.6316001683230298,0.6003905936749376,0.7295946800865135,0.44760047287999993,0.5336716770387099,0.498060895849453,0.5834635052330136,0.47652694591822875,0.33487206159576804,0.7071246246591901,0.1743685673965442,0.036159597674910594,0.5318316956341489
3,0.5171277026635196,0.5590914437213091,0.43135101732906983,0.43135101732906983,0.47423935999629474,0.6958050417514526,0.6906529246134923,0.6992451337986249,0.5399379037118345,0.6263236022634749,0.5435111997407716,0.7153051015804893,0.3038034417381259,0.4030926018875628,0.4879200677223784,0.44325749843193935,0.6569747924540431,0.6260522742213038,0.7290821927322713,0.4273116638826027,0.5440633881364705,0.4868982961905334,0.5836004847474684,0.5529829538660268,0.36853875918649487,0.7061455290627294,0.16828790166385058,0.15140140884906922,0.48850008392784905
4,0.5165602237417036,0.5749033304239671,0.4058697817073168,0.4058697817073168,0.4612150027245102,0.7072771938254155,0.7086319806472673,0.7063725965022827,0.5555454805151199,0.6007992363049287,0.5398256980947167,0.708561279642207,0.29153056037026354,0.3756677850585436,0.5439915262061462,0.4649237857077814,0.6532436463888444,0.6213267831980268,0.7350793815786795,0.46429463792131126,0.541606674686973,0.5438484034861536,0.5957347726695633,0.4709401952000459,0.36570366609091914,0.6905536479550148,0.12018363729915087,0.053903036417995244,0.5440695163185285
5,0.5418619264032998,0.5875962655104059,0.4498378921273179,0.4498378921273179,0.4958499092653088,0.7218195708884467,0.723436439419668,0.7207399804159019,0.5624174906403651,0.6533072199886324,0.568408235986936,0.715211499778716,0.3601062079737617,0.36543813059883706,0.56814469985585,0.46831597097219174,0.6709772575015371,0.6445997159250688,0.7286229895195886,0.47566146790672686,0.5410303480600116,0.5839661086877169,0.6011781905565959,0.6111571232117751,0.4007027507099871,0.7062938784139268,0.22512082957623855,0.045370210487800385,0.5590422619349014
6,0.5040797950824842,0.5627096339875084,0.3935793024330216,0.3935793024330216,0.44882954875775294,0.6906778780366175,0.6967686629102119,0.6866110332728775,0.5345288808880848,0.5922638049149934,0.5559569182904133,0.6999687116270114,0.27171450716379447,0.38192138941036163,0.4922043532827309,0.4441309834506177,0.6711745996155319,0.6317919919443664,0.72831817503574,0.4207521704598999,0.5525397419641032,0.4902597754422993,0.5737369304733497,0.44581053734172826,0.3885285520673962,0.6825887657072635,0.12109165818313825,0.049973345202892906,0.4933253280553824
7,0.5199182025478428,0.5677490450071481,0.4212760916309516,0.4212760916309516,0.4705971470893972,0.7012992889427029,0.7010908697203012,0.7014384514054852,0.5468728782326182,0.6162863469019872,0.5480298108181721,0.712564832524275,0.32620670650863565,0.381046229615961,0.5084206132332505,0.4537043442735743,0.6651707941960078,0.6258050633944576,0.7323611468725927,0.44408174312685883,0.5405154484902398,0.5126047746963058,0.5872445036782489,0.5034801124391645,0.37747201291230975,0.6998557960731744,0.18222871138184638,0.09261604241445079,0.5060354625174666
8,0.5080058683621542,0.5642593605913581,0.3990340833047839,0.3990340833047839,0.45351997583346904,0.6958633520356978,0.7002441695659485,0.6929382602448123,0.5403908282051133,0.5886898857078516,0.5465050989586574,0.7190769498052634,0.2704903973221315,0.38445860137346854,0.5064293171625931,0.44892386922939337,0.6687944772976026,0.626991467780074,0.7351875504808955,0.40541571618310224,0.5486008002114913,0.5159016429569472,0.5801096361885012,0.4486060856215961,0.3694809067555955,0.7086233989486398,0.12250371900963854,0.06291158893685558,0.5010032476726609
9,0.5136566678824963,0.5690568177502774,0.40654889847968756,0.40654889847968756,0.46010278318109193,0.6985994479125396,0.7032403772534785,0.6955006782825516,0.5400122217926623,0.6171203443328738,0.5481480015858111,0.7055735189208848,0.2905372805751086,0.38240424018294444,0.5118010677871889,0.449741813223444,0.669330033296524,0.6310673234513631,0.732806987728586,0.42351510508309037,0.5561887657291101,0.5207476957398239,0.5793352417308207,0.5105152334214247,0.3654364366753097,0.6887130187271447,0.14096041518589852,0.05418738656138963,0.5066945570558251
10,0.5126271430692626,0.5666036250160901,0.40647927844390985,0.40647927844390985,0.45955321075658623,0.6992985135739935,0.7022190084628702,0.6973484858529604,0.5442692573678479,0.6084138484214132,0.5576021892405848,0.7184239644388306,0.2742767688062788,0.37462559297669207,0.5107783802331911,0.45156801366053373,0.6685028986788161,0.634499664504922,0.7327880844741335,0.41813273617274055,0.540426769882404,0.5203072077390801,0.5840036604175939,0.48356364137305474,0.38608215667016593,0.7089463156079788,0.1160852102926454,0.061383310324104864,0.5052906544218254
11,0.5207593860084468,0.5764642176009669,0.4142046238115192,0.4142046238115192,0.46748200490998304,0.7053456059577331,0.7093808328929991,0.7026512665790211,0.5497754112264115,0.6129824887538451,0.5522375442946715,0.7204318244430298,0.3079822025710796,0.3770039941988439,0.5249022365712469,0.45873489587948846,0.6635734729124729,0.6318256027931637,0.7349560352091473,0.4564894727597775,0.5470584915484705,0.5426115521042478,0.5889884720471922,0.5022349340677497,0.3768469985984024,0.7108767691230928,0.14277237256704983,0.06298982845859842,0.514722991818549
12,0.5180136156380141,0.5730026406789615,0.4132175667059496,0.4132175667059496,0.4656155911719818,0.7042242780334054,0.70790828246722,0.701764451516431,0.5460141262687,0.6237363342857798,0.5557224882217495,0.7197728628398672,0.27633369005464903,0.3802327244987404,0.5242830832966124,0.4515048290731313,0.6705976640781554,0.6328318716286304,0.7356334400194111,0.4306300156208114,0.5492385597960434,0.5405821045365469,0.5865151553694039,0.5237070377172746,0.38394816764185713,0.7094755621230773,0.10845543561702901,0.06552703401944379,0.5148945744535617
