epoch,overall_miou,urban_miou,rural_miou,worst_domain_miou,dg_balanced_score,overall_pixel_acc,urban_pixel_acc,rural_pixel_acc,overall_iou_background,overall_iou_building,overall_iou_road,overall_iou_water,overall_iou_barren,overall_iou_forest,overall_iou_agriculture,urban_iou_background,urban_iou_building,urban_iou_road,urban_iou_water,urban_iou_barren,urban_iou_forest,urban_iou_agriculture,rural_iou_background,rural_iou_building,rural_iou_road,rural_iou_water,rural_iou_barren,rural_iou_forest,rural_iou_agriculture
1,0.48449938653141744,0.5233910427198121,0.3949778034029613,0.3949778034029613,0.43973859496718937,0.6827317420094268,0.6678927495532123,0.692639804766882,0.5306800385968088,0.5983825279150494,0.5267513640381992,0.7159098596681286,0.16531727085828657,0.37933382762329204,0.47512081702015757,0.4280905068919198,0.644902994266282,0.6132275908028841,0.73454298555283,0.27114616512853446,0.5333246547932443,0.4385024016029897,0.5794578553237577,0.4922644574304423,0.34450664022722005,0.7035923979245609,0.059067092175799515,0.09021534375569089,0.4957408369832579
2,0.5139897966989814,0.5585867583976032,0.4191997043520533,0.4191997043520533,0.46659475052551735,0.6962098352206041,0.6923315657404504,0.6987993733926243,0.5421098052179307,0.6163096315726436,0.517612412751279,0.7116596748928397,0.3429295607131526,0.36819332491093626,0.4991141668340884,0.4479731325602628,0.6519561992065269,0.6029702387547144,0.7338805155476443,0.4501344469912468,0.5286330885849407,0.49455968713788695,0.5834063270360942,0.529593835139198,0.3354718083836688,0.696804160545225,0.21347101306020808,0.07395049949328156,0.501700286806697
3,0.5098791816929469,0.5443015996435874,0.4301895206167722,0.4301895206167722,0.47003435115485953,0.6925634709670734,0.6777091178245966,0.7024817901246135,0.5346709468414337,0.6278453209593933,0.5562956396212538,0.7147878906440452,0.2729484963749186,0.3735395099768187,0.4890664674327649,0.42807057237363805,0.6585547640850745,0.6351042233491198,0.7336393453505167,0.36211506345661376,0.5347945103376175,0.4578327185525311,0.5855029926741286,0.5575128959954567,0.38533473196201345,0.7024424326091552,0.17903491611252484,0.09488241545532937,0.5066162595087972
4,0.5356494430065599,0.5845405133655485,0.437485490257285,0.437485490257285,0.48656746663192246,0.7152819493553888,0.7152300075587792,0.7153166311292398,0.560680835824492,0.6326561854507307,0.565424690401162,0.7124418848247818,0.3499625036125483,0.3768551930886592,0.5515248078435464,0.465934765497273,0.6689328560759144,0.6388960203772481,0.7390189831556639,0.49695311304965395,0.5358302218673608,0.5462176335357246,0.60092341932343,0.5457622709976205,0.40486280838614086,0.6942941428644879,0.198042862231732,0.06407987108267232,0.5544330569149112
5,0.5356172994454681,0.5828500685079463,0.4398397768720434,0.4398397768720434,0.4877285381587557,0.7187835858381691,0.7171971759604904,0.719842838929204,0.5585132038294349,0.6481953826881636,0.5631428050273316,0.7114957640551737,0.3525823011377075,0.34811091999868,0.5672807193817863,0.4623544932559684,0.6731791835506253,0.6438955432116502,0.7242207063880933,0.48131515901688326,0.5277111376802388,0.5672742564521642,0.5995677758296393,0.5904049563449181,0.38558525320244896,0.7029813050117238,0.20636622485196118,0.026688533347824922,0.5672843895157877
6,0.5047325080607994,0.5712149544537487,0.38703860590781086,0.38703860590781086,0.4458855569843051,0.6945069423319767,0.7056965448541564,0.6870355938325503,0.537423883008556,0.5489840324771653,0.5586539550312848,0.7063050234895077,0.2932030763210358,0.37106858085753314,0.5174890052405129,0.4464571582865156,0.66917667069325,0.6297793951729638,0.7340511458478848,0.44294085567282204,0.54869065385237,0.5274088016504348,0.5762336724978933,0.36707571189144744,0.3984512490366434,0.688970636303142,0.13664248146663,0.03012115289004529,0.5117753372688745
7,0.5168190564903777,0.5633818913380838,0.41834241781220755,0.41834241781220755,0.46758073715129267,0.699619157941583,0.6978778862760744,0.7007818129527333,0.5444123017466165,0.6139119627222032,0.5521809730410641,0.7168102511512663,0.3030113382168037,0.3807454408582962,0.5066611276963943,0.4452300513524599,0.666174307812969,0.6276190670495854,0.7329026205202305,0.41948989314608504,0.5449326045228329,0.5073246949624242,0.587112024938478,0.49606616349141713,0.3872071935565654,0.7062952537444163,0.1616812273269003,0.08375306169451248,0.5062819999331634
8,0.5188101500305655,0.5648080365204418,0.4199060211433334,0.4199060211433334,0.46935808558694947,0.7048744865792176,0.7023710261297003,0.7065460585082293,0.5467150277219041,0.6273692071863962,0.5493632360817745,0.7209762777289214,0.27878057265988365,0.37874872055278347,0.5297180082822949,0.44821932548440957,0.6699162677406301,0.6262820391311094,0.7362686396685288,0.40530735585732997,0.5422763716238213,0.5253862561372634,0.5888355348336979,0.5369437245539487,0.378286806166015,0.711115241369902,0.13766885049551145,0.05431358208280612,0.532178408501453
9,0.5202552684850451,0.5695164585381334,0.4207224965341186,0.4207224965341186,0.4704888825095819,0.7041745648459499,0.7052331569609405,0.7034677380758154,0.5434076020310725,0.6418598792853483,0.5502075822827119,0.7145806826202912,0.2871800461895343,0.37868459859035464,0.5258664883960026,0.44400383916517067,0.6713961518521779,0.6317687076723106,0.7359873400480837,0.41339051107573194,0.5555132223097752,0.5345554376436839,0.5858216771623834,0.5745183114123587,0.3694981830057707,0.7008964134261643,0.1454859275788019,0.04792689909991111,0.5209100640534398
10,0.517415888163651,0.5681941768986347,0.4173171228964236,0.4173171228964236,0.46736650553003733,0.7046620029834003,0.7071685310574182,0.7029883827875566,0.5486818961592995,0.6206753717306677,0.5601463599142811,0.7183654971843644,0.27150029414216187,0.3760189338192237,0.5265228641955594,0.4522715313637,0.6701638603976252,0.6351642513232413,0.7344080346127982,0.401161573956605,0.542070459397815,0.5421195272386582,0.5892662845617704,0.5156601639675392,0.39212751870743334,0.7076187407869163,0.1300525264555012,0.06902457322215202,0.5174700525736529
11,0.5241217247698919,0.5769077225446763,0.4228189817939691,0.4228189817939691,0.47347035328193054,0.7080694128914162,0.7122737790667675,0.7052621384727775,0.5522225136853502,0.6289142306960058,0.5546400447965536,0.7180995701269821,0.30343933395985745,0.379627665205103,0.5319087149193914,0.45766870206263854,0.6690280388180553,0.6315544825589665,0.7339781434145451,0.4429424350875996,0.5473834098861761,0.5557988459847522,0.5919523090365292,0.5383568908474072,0.38341592682443754,0.707375207559874,0.14942734530139876,0.07111073105257265,0.5180944619355644
12,0.5234057527218902,0.574281774037406,0.4243925493500644,0.4243925493500644,0.47389915103597724,0.7077420361262998,0.7105292176981081,0.7058810223134425,0.5493542485489036,0.6361707239806185,0.5561796418251783,0.7197481559500613,0.28993114657366204,0.3806020221889694,0.5318543299858383,0.450553605095955,0.6721307394245637,0.6301494326575762,0.7345904015497609,0.4315316283146151,0.548795815230279,0.552220795989092,0.5908097385851204,0.555916615577182,0.3894399163083422,0.7099239546288766,0.13494547508888333,0.06961268178885983,0.5200994634731866
